asv_key,kingdom,phylum,class,order,family,genus,species,accession,name,unique_name,query_length,align_length,pident,nident,score,length_ratio
asv_55603,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium_limosum,NR_113248.1,Eubacterium_callanderi;Eubacterium_limosum;308;94.156,Eubacterium_limosum,324,308,94.156,290,253,1.05195
asv_55609,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_luti,NR_041960.1,Blautia_luti;327;91.743,Blautia_luti,332,327,91.743,300,249,1.01529
asv_55617,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_chromogenes,NR_036901.1,Staphylococcus_chromogenes;332;93.072,Staphylococcus_chromogenes,331,332,93.072,309,262,0.996988
asv_55619,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides_distasonis,NR_041342.1,Parabacteroides_distasonis;328;99.39,Parabacteroides_distasonis,328,328,99.39,326,322,1
asv_55625,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium_prausnitzii,NR_028961.1,Faecalibacterium_prausnitzii;Gemmiger_formicilis;325;91.077,Faecalibacterium_prausnitzii,330,325,91.077,296,237,1.01538
asv_55628,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium_limosum,NR_113248.1,Eubacterium_callanderi;Eubacterium_limosum;323;93.498,Eubacterium_limosum,324,323,93.498,302,260,1.0031
asv_55631,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_wexlerae,NR_044054.1,Blautia_wexlerae;332;93.072,Blautia_wexlerae,330,332,93.072,309,262,0.993976
asv_55637,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_luti,NR_114315.1,Blautia_luti;326;92.331,Blautia_luti,332,326,92.331,301,251,1.0184
asv_55643,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_chromogenes,NR_036901.1,Staphylococcus_chromogenes;332;92.47,Staphylococcus_chromogenes,331,332,92.47,307,256,0.996988
asv_55646,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_luti,NR_041960.1,Blautia_luti;327;89.297,Blautia_luti,331,327,89.297,292,224,1.01223
asv_55648,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_luti,NR_041960.1,Blautia_luti;326;93.558,Blautia_luti,324,326,93.558,305,259,0.993865
asv_55654,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium_prausnitzii,NR_028961.1,Faecalibacterium_prausnitzii;Gemmiger_formicilis;326;89.877,Faecalibacterium_prausnitzii,331,326,89.877,293,226,1.01534
asv_55657,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium_limosum,NR_113248.1,Eubacterium_callanderi;Eubacterium_limosum;286;93.706,Eubacterium_limosum,324,286,93.706,268,232,1.13287
asv_55664,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_aureus,NR_036828.1,Staphylococcus_aureus;Staphylococcus_capitis;Staphylococcus_caprae;Staphylococcus_epidermidis;Staphylococcus_haemolyticus;Staphylococcus_hominis;Staphylococcus_lugdunensis;Staphylococcus_pasteuri;Staphylococcus_petrasii;Staphylococcus_saccharolyticus;Staphylococcus_simiae;Staphylococcus_warneri;332;94.277,Staphylococcus_aureus,324,332,94.277,313,271,0.975904
asv_55668,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_luti,NR_041960.1,Blautia_luti;315;97.46,Blautia_luti,331,315,97.46,307,294,1.05079
asv_55670,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium_limosum,NR_113248.1,Eubacterium_callanderi;Eubacterium_limosum;323;93.808,Eubacterium_limosum,324,323,93.808,303,263,1.0031
asv_55694,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,NR_042776.1,Streptococcus_salivarius;Streptococcus_saliviloxodontae;Streptococcus_thermophilus;Streptococcus_vestibularis;332;94.88,Streptococcus_salivarius,323,332,94.88,315,276,0.972892
asv_55707,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_villorum,NR_036921.1,Enterococcus_villorum;326;96.319,Enterococcus_villorum,330,326,96.319,314,289,1.01227
asv_55709,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium_limosum,NR_113248.1,Eubacterium_callanderi;Eubacterium_limosum;323;93.808,Eubacterium_limosum,324,323,93.808,303,263,1.0031
asv_55715,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_chromogenes,NR_036901.1,Staphylococcus_chromogenes;332;94.578,Staphylococcus_chromogenes,330,332,94.578,314,277,0.993976
asv_55720,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,NR_042776.1,Streptococcus_salivarius;Streptococcus_thermophilus;Streptococcus_vestibularis;325;95.077,Streptococcus_salivarius,329,325,95.077,309,276,1.01231
asv_55727,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_petrolearius,NR_137408.1,Terrisporobacter_petrolearius;330;94.545,Terrisporobacter_petrolearius,330,330,94.545,312,275,1
asv_55735,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_wexlerae,NR_044054.1,Blautia_wexlerae;316;92.722,Blautia_wexlerae,331,316,92.722,293,245,1.04747
asv_55748,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium_limosum,NR_113248.1,Eubacterium_callanderi;Eubacterium_limosum;325;94.462,Eubacterium_limosum,331,325,94.462,307,267,1.01846
asv_55751,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_chromogenes,NR_036901.1,Staphylococcus_chromogenes;332;99.096,Staphylococcus_chromogenes,332,332,99.096,329,323,1
asv_55755,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,NR_042776.1,Streptococcus_salivarius;Streptococcus_thermophilus;Streptococcus_vestibularis;325;93.846,Streptococcus_salivarius,330,325,93.846,305,264,1.01538
asv_55764,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium_ramosum,NR_029247.1,Erysipelatoclostridium_ramosum;325;93.231,Erysipelatoclostridium_ramosum,330,325,93.231,303,256,1.01538
asv_55778,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_chromogenes,NR_036901.1,Staphylococcus_chromogenes;332;93.675,Staphylococcus_chromogenes,328,332,93.675,311,267,0.987952
asv_55783,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_obeum,NR_118692.1,Blautia_obeum;331;93.353,Blautia_obeum,330,331,93.353,309,264,0.996979
asv_55817,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_aureus,NR_036828.1,Staphylococcus_aureus;Staphylococcus_capitis;Staphylococcus_caprae;Staphylococcus_epidermidis;Staphylococcus_haemolyticus;Staphylococcus_hominis;Staphylococcus_lugdunensis;Staphylococcus_pasteuri;Staphylococcus_petrasii;Staphylococcus_saccharolyticus;Staphylococcus_simiae;Staphylococcus_warneri;332;97.289,Staphylococcus_aureus,332,332,97.289,323,305,1
asv_55824,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_hongkongensis,NR_117974.1,Streptococcus_hongkongensis;331;95.166,Streptococcus_hongkongensis,331,331,95.166,315,283,1
asv_55829,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium_prausnitzii,NR_028961.1,Faecalibacterium_prausnitzii;Gemmiger_formicilis;326;90.491,Faecalibacterium_prausnitzii,331,326,90.491,295,232,1.01534
asv_55832,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_petrolearius,NR_137408.1,Terrisporobacter_petrolearius;324;95.37,Terrisporobacter_petrolearius,330,324,95.37,309,278,1.01852
asv_55843,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_petrolearius,NR_137408.1,Terrisporobacter_petrolearius;330;93.939,Terrisporobacter_petrolearius,330,330,93.939,310,269,1
asv_55846,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Intestinibacter,Intestinibacter_bartlettii,NR_027573.1,Intestinibacter_bartlettii;325;94.769,Intestinibacter_bartlettii,330,325,94.769,308,272,1.01538
asv_55849,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_chromogenes,NR_036901.1,Staphylococcus_chromogenes;332;95.181,Staphylococcus_chromogenes,330,332,95.181,316,283,0.993976
asv_55851,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_petrolearius,NR_137408.1,Terrisporobacter_petrolearius;330;95.152,Terrisporobacter_petrolearius,330,330,95.152,314,281,1
asv_55857,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_pseudolugdunensis,NR_115938.2,Staphylococcus_pseudolugdunensis;271;97.048,Staphylococcus_pseudolugdunensis,331,271,97.048,263,248,1.2214
asv_55881,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia_coli,NR_024570.1,Brenneria_alni;Escherichia_coli;Escherichia_fergusonii;Pseudescherichia_vulneris;Shigella_boydii;Shigella_flexneri;Shigella_sonnei;244;100,Escherichia_coli,331,244,100,244,244,1.35656
asv_55886,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,NR_042776.1,Streptococcus_salivarius;Streptococcus_thermophilus;Streptococcus_vestibularis;325;94.769,Streptococcus_salivarius,329,325,94.769,308,273,1.01231
asv_55889,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_carnosus,NR_027518.1,Staphylococcus_carnosus;Staphylococcus_condimenti;Staphylococcus_piscifermentans;Staphylococcus_simulans;334;92.216,Staphylococcus_carnosus,333,334,92.216,308,255,0.997006
asv_55890,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium_prausnitzii,NR_028961.1,Faecalibacterium_prausnitzii;Gemmiger_formicilis;325;90.769,Faecalibacterium_prausnitzii,330,325,90.769,295,234,1.01538
asv_55891,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia_coli,NR_024570.1,Brenneria_alni;Escherichia_coli;Escherichia_fergusonii;Pseudescherichia_vulneris;Shigella_boydii;Shigella_flexneri;Shigella_sonnei;244;100,Escherichia_coli,331,244,100,244,244,1.35656
asv_55897,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium_limosum,NR_113248.1,Eubacterium_callanderi;Eubacterium_limosum;241;97.925,Eubacterium_limosum,323,241,97.925,236,226,1.34025
asv_55899,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_chromogenes,NR_036901.1,Staphylococcus_chromogenes;332;92.47,Staphylococcus_chromogenes,331,332,92.47,307,256,0.996988
asv_55911,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_asini,NR_113929.1,Enterococcus_asini;333;93.994,Enterococcus_asini,329,333,93.994,313,272,0.987988
asv_55919,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium_limosum,NR_113248.1,Eubacterium_callanderi;Eubacterium_limosum;323;98.452,Eubacterium_limosum,324,323,98.452,318,308,1.0031
asv_55921,Bacteria,Cyanobacteria,NA,Nostocales,Symphyonemataceae,Loriellopsis,Loriellopsis_cavernicola,NR_117881.1,Loriellopsis_cavernicola;332;88.855,Loriellopsis_cavernicola,332,332,88.855,295,221,1
asv_55922,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia_coli,NR_024570.1,Brenneria_alni;Escherichia_coli;Escherichia_fergusonii;Pseudescherichia_vulneris;Shigella_boydii;Shigella_flexneri;Shigella_sonnei;244;100,Escherichia_coli,330,244,100,244,244,1.35246
asv_55926,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium]_innocuum,NR_029164.1,[Clostridium]_innocuum;330;92.424,[Clostridium]_innocuum,330,330,92.424,305,252,1
asv_55935,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_villorum,NR_036921.1,Enterococcus_villorum;326;94.785,Enterococcus_villorum,330,326,94.785,309,274,1.01227
asv_55938,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Franconibacter,Franconibacter_helveticus,NR_104980.1,Franconibacter_helveticus;Pantoea_beijingensis;314;93.312,Franconibacter_helveticus,331,314,93.312,293,251,1.05414
asv_55946,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia_coli,NR_112558.1,Brenneria_alni;Escherichia_coli;Escherichia_fergusonii;Shigella_boydii;Shigella_flexneri;Shigella_sonnei;331;92.145,Escherichia_coli,330,331,92.145,305,246,0.996979
asv_55948,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_villorum,NR_036921.1,Enterococcus_villorum;326;94.785,Enterococcus_villorum,330,326,94.785,309,274,1.01227
asv_55955,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella,Hungatella_hathewayi,NR_036928.1,Hungatella_hathewayi;329;92.097,Hungatella_hathewayi,330,329,92.097,303,249,1.00304
asv_55958,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecalis,NR_040789.1,Enterococcus_canintestini;Enterococcus_canis;Enterococcus_dispar;Enterococcus_faecalis;Enterococcus_olivae;Enterococcus_rivorum;Enterococcus_saigonensis;Enterococcus_villorum;326;94.479,Enterococcus_faecalis,331,326,94.479,308,271,1.01534
asv_55959,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_luti,NR_114315.1,Blautia_luti;315;94.603,Blautia_luti,331,315,94.603,298,264,1.05079
asv_55971,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces_naeslundii,NR_037033.1,Actinomyces_naeslundii;Actinomyces_oris;Actinomyces_viscosus;335;98.806,Actinomyces_naeslundii,334,335,98.806,331,322,0.997015
asv_56005,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,NR_042776.1,Streptococcus_salivarius;Streptococcus_saliviloxodontae;Streptococcus_thermophilus;Streptococcus_vestibularis;326;93.558,Streptococcus_salivarius,328,326,93.558,305,261,1.00613
asv_56006,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_wexlerae,NR_044054.1,Blautia_wexlerae;332;91.265,Blautia_wexlerae,331,332,91.265,303,243,0.996988
asv_56010,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_chromogenes,NR_036901.1,Staphylococcus_chromogenes;332;92.771,Staphylococcus_chromogenes,331,332,92.771,308,259,0.996988
asv_56017,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_villorum,NR_036921.1,Enterococcus_villorum;332;93.675,Enterococcus_villorum,331,332,93.675,311,268,0.996988
asv_56037,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecalis,NR_040789.1,Enterococcus_canintestini;Enterococcus_canis;Enterococcus_dispar;Enterococcus_faecalis;Enterococcus_olivae;Enterococcus_rivorum;Enterococcus_saigonensis;Enterococcus_villorum;326;92.025,Enterococcus_faecalis,331,326,92.025,300,247,1.01534
asv_56045,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_bromii,NR_025930.1,Ruminococcus_bromii;332;96.084,Ruminococcus_bromii,331,332,96.084,319,296,0.996988
asv_56066,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,NR_042776.1,Streptococcus_salivarius;Streptococcus_thermophilus;Streptococcus_vestibularis;256;98.438,Streptococcus_salivarius,327,256,98.438,252,244,1.27734
asv_56068,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_aureus,NR_036828.1,Staphylococcus_aureus;Staphylococcus_capitis;Staphylococcus_caprae;Staphylococcus_epidermidis;Staphylococcus_haemolyticus;Staphylococcus_hominis;Staphylococcus_lugdunensis;Staphylococcus_pasteuri;Staphylococcus_petrasii;Staphylococcus_saccharolyticus;Staphylococcus_simiae;Staphylococcus_warneri;245;99.592,Staphylococcus_aureus,328,245,99.592,244,242,1.33878
asv_56070,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_suis,NR_036918.1,Streptococcus_suis;331;99.698,Streptococcus_suis,331,331,99.698,330,328,1
asv_56075,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia_meyeri,NR_029286.1,Schaalia_meyeri;313;99.042,Schaalia_meyeri,332,313,99.042,310,304,1.0607
asv_56076,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,NR_042776.1,Streptococcus_salivarius;Streptococcus_saliviloxodontae;Streptococcus_thermophilus;Streptococcus_vestibularis;327;92.661,Streptococcus_salivarius,328,327,92.661,303,252,1.00306
asv_56083,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus]_torques,NR_036777.1,[Ruminococcus]_torques;314;98.408,[Ruminococcus]_torques,331,314,98.408,309,303,1.05414
asv_56088,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium_ramosum,NR_029247.1,Erysipelatoclostridium_ramosum;240;100,Erysipelatoclostridium_ramosum,332,240,100,240,240,1.38333
asv_56104,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fournierella,Fournierella_massiliensis,NR_156911.1,Fournierella_massiliensis;327;92.049,Fournierella_massiliensis,331,327,92.049,301,248,1.01223
asv_56105,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,NR_042776.1,Streptococcus_salivarius;Streptococcus_thermophilus;Streptococcus_vestibularis;332;93.675,Streptococcus_salivarius,331,332,93.675,311,268,0.996988
asv_56108,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_chromogenes,NR_036901.1,Staphylococcus_chromogenes;332;93.373,Staphylococcus_chromogenes,331,332,93.373,310,265,0.996988
asv_56115,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_malikii,NR_146005.1,Bacillus_malikii;333;96.997,Bacillus_malikii,332,333,96.997,323,302,0.996997
asv_56207,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_marasmi,NR_147395.1,Blautia_hominis;Blautia_marasmi;331;99.094,Blautia_marasmi,331,331,99.094,328,322,1
asv_56270,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_hansenii,NR_104687.1,Blautia_hansenii;331;98.489,Blautia_hansenii,331,331,98.489,326,316,1
asv_56275,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium]_innocuum,NR_029164.1,[Clostridium]_innocuum;331;91.843,[Clostridium]_innocuum,331,331,91.843,304,247,1
asv_56280,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium_ramosum,NR_029247.1,Erysipelatoclostridium_ramosum;256;97.266,Erysipelatoclostridium_ramosum,328,256,97.266,249,235,1.28125
asv_56289,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium]_innocuum,NR_029164.1,[Clostridium]_innocuum;321;95.639,[Clostridium]_innocuum,327,321,95.639,307,277,1.01869
asv_56317,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus]_gnavus,NR_036800.1,[Ruminococcus]_gnavus;331;97.885,[Ruminococcus]_gnavus,331,331,97.885,324,310,1
asv_56328,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium]_innocuum,NR_029164.1,[Clostridium]_innocuum;331;92.447,[Clostridium]_innocuum,331,331,92.447,306,253,1
asv_56337,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_aureus,NR_036828.1,Staphylococcus_arlettae;Staphylococcus_aureus;Staphylococcus_capitis;Staphylococcus_caprae;Staphylococcus_cohnii;Staphylococcus_edaphicus;Staphylococcus_epidermidis;Staphylococcus_gallinarum;Staphylococcus_haemolyticus;Staphylococcus_hominis;Staphylococcus_kloosii;Staphylococcus_lugdunensis;Staphylococcus_pasteuri;Staphylococcus_petrasii;Staphylococcus_saccharolyticus;Staphylococcus_saprophyticus;Staphylococcus_simiae;Staphylococcus_succinus;Staphylococcus_warneri;Staphylococcus_xylosus;332;92.169,Staphylococcus_aureus,331,332,92.169,306,252,0.996988
asv_56341,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_suis,NR_036918.1,Streptococcus_suis;331;99.396,Streptococcus_suis,331,331,99.396,329,325,1
asv_56342,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_hansenii,NR_104687.1,Blautia_hansenii;Blautia_hominis;Blautia_marasmi;244;100,Blautia_hansenii,331,244,100,244,244,1.35656
asv_56349,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_wadei,NR_113229.1,Leptotrichia_wadei;330;94.242,Leptotrichia_wadei,329,330,94.242,311,272,0.99697
asv_56352,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia_muciniphila,NR_074436.1,Akkermansia_muciniphila;307;92.508,Akkermansia_muciniphila,332,307,92.508,284,238,1.08143
asv_56354,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium]_innocuum,NR_029164.1,Breznakia_pachnodae;[Clostridium]_innocuum;259;96.139,[Clostridium]_innocuum,324,259,96.139,249,229,1.25097
asv_56365,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus]_gnavus,NR_036800.1,[Ruminococcus]_gnavus;244;100,[Ruminococcus]_gnavus,331,244,100,244,244,1.35656
asv_56376,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium]_innocuum,NR_029164.1,[Clostridium]_innocuum;260;95.769,[Clostridium]_innocuum,324,260,95.769,249,226,1.24615
asv_56389,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_porcinus,NR_024634.1,Streptococcus_hongkongensis;Streptococcus_porcinus;Streptococcus_uberis;336;91.667,Streptococcus_porcinus,330,336,91.667,308,247,0.982143
asv_56393,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia_muciniphila,NR_074436.1,Akkermansia_muciniphila;316;91.456,Akkermansia_muciniphila,332,316,91.456,289,234,1.05063
asv_56404,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces_catuli,NR_025397.1,Actinomyces_catuli;335;97.612,Actinomyces_catuli,335,335,97.612,327,310,1
asv_56415,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium_testaceum,NR_026163.1,Microbacterium_assamensis;Microbacterium_testaceum;Microbacterium_zeae;333;100,Microbacterium_testaceum,333,333,100,333,333,1
asv_56423,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Stomatobaculum,Stomatobaculum_longum,NR_117792.1,Stomatobaculum_longum;331;99.698,Stomatobaculum_longum,331,331,99.698,330,328,1
asv_56433,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_producta,NR_036776.1,Blautia_hominis;Blautia_marasmi;Blautia_producta;331;94.864,Blautia_producta,330,331,94.864,314,279,0.996979
asv_56438,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus]_gnavus,NR_036800.1,[Ruminococcus]_gnavus;331;98.792,[Ruminococcus]_gnavus,331,331,98.792,327,319,1
asv_56447,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium]_innocuum,NR_029164.1,[Clostridium]_innocuum;323;93.498,[Clostridium]_innocuum,329,323,93.498,302,257,1.01858
asv_56451,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium_divergens,NR_113798.1,Carnobacterium_divergens;332;99.398,Carnobacterium_divergens,332,332,99.398,330,326,1
asv_56452,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Parascardovia,Parascardovia_denticolens,NR_029138.1,Parascardovia_denticolens;334;99.701,Parascardovia_denticolens,334,334,99.701,333,331,1
asv_56455,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella_stercoris,NR_113164.1,Collinsella_stercoris;328;100,Collinsella_stercoris,328,328,100,328,328,1
asv_56459,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Frigoribacterium,Frigoribacterium_faeni,NR_026511.1,Frigoribacterium_faeni;Microterricola_viridarii;333;100,Frigoribacterium_faeni,333,333,100,333,333,1
asv_56466,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_fermentum,NR_104927.1,Lactobacillus_fermentum;332;95.482,Lactobacillus_fermentum,331,332,95.482,317,286,0.996988
