asv_key,sampleid,count,count_relative
asv_545236,2547C,34,5.60676769842186e-4
asv_2560,2547C,10,1.6490493230652528e-4
asv_165,2547C,192,0.00316617470028528
asv_7254,2547C,10,1.6490493230652528e-4
asv_95127,2547C,10,1.6490493230652528e-4
asv_313,2547C,7,1.154334526145677e-4
asv_76243,2547C,16,2.6384789169044045e-4
asv_461227,2547C,14,2.308669052291354e-4
asv_7,2547C,5,8.245246615326264e-5
asv_55637,2547C,22,3.627908510743556e-4
asv_4596,2547C,15,2.473573984597879e-4
asv_4678,2547C,4,6.596197292261011e-5
asv_3415,2547C,20,3.2980986461305056e-4
asv_54201,2547C,8,1.3192394584522022e-4
asv_13704,2547C,3,4.9471479691957584e-5
asv_7943,2547C,15,2.473573984597879e-4
asv_330,2547C,5,8.245246615326264e-5
asv_816,2547C,4,6.596197292261011e-5
asv_44977,2547C,12,1.978859187678303e-4
asv_46194,2547C,12,1.978859187678303e-4
asv_4580,2547C,107,0.00176448277567982
asv_54919,2547C,2,3.2980986461305056e-5
asv_729022,2547C,64,0.00105539156676176
asv_27,2547C,10914,0.1799772431193417
asv_214,2547C,1,1.6490493230652528e-5
asv_545619,2547C,22,3.627908510743556e-4
asv_126,2547C,104,0.00171501129598786
asv_42,2547C,25,4.122623307663132e-4
asv_76438,2547C,19,3.1331937138239803e-4
asv_87852,2547C,17,2.80338384921093e-4
asv_61101,2547C,1,1.6490493230652528e-5
asv_80,2547C,80,0.0013192394584522
asv_856,2547C,3,4.9471479691957584e-5
asv_385,2547C,6,9.894295938391515e-5
asv_53,2547C,4,6.596197292261011e-5
asv_1997,2547C,6,9.894295938391515e-5
asv_100,2547C,10,1.6490493230652528e-4
asv_94821,2547C,10,1.6490493230652528e-4
asv_652845,2547C,16,2.6384789169044045e-4
asv_10249,2547C,2743,0.04523342293167989
asv_951,2547C,9,1.4841443907587275e-4
asv_75970,2547C,14,2.308669052291354e-4
asv_345,2547C,47,7.750531818406689e-4
asv_122083,2547C,6,9.894295938391515e-5
asv_72731,2547C,5,8.245246615326264e-5
asv_3,2547D,6732,0.11460283953559634
asv_20,2547D,154,0.00262163358414762
asv_1392,2547D,6,1.0214156821354398e-4
asv_17553,2547D,17,2.894011099383746e-4
asv_102,2547D,824,0.01402744203466003
asv_32,2547D,8,1.3618875761805865e-4
asv_91294,2547D,52,8.852269245173811e-4
asv_545619,2547D,32,5.447550304722345e-4
asv_391,2547D,6,1.0214156821354398e-4
asv_27130,2547D,7,1.191651629158013e-4
asv_167573,2547D,1,1.7023594702257328e-5
asv_80,2547D,48,8.171325457083518e-4
asv_124174,2547D,1,1.7023594702257328e-5
asv_315163,2547D,5,8.511797351128664e-5
asv_1640,2547D,409,0.00696265023322324
asv_19709,2547D,9,1.5321235232031597e-4
asv_2765,2547D,31,5.277314357699772e-4
asv_36,2547D,13,2.2130673112934527e-4
asv_136,2547D,1,1.7023594702257328e-5
asv_28,2547D,232,0.0039494739709237
asv_25731,2547D,6,1.0214156821354398e-4
asv_95662,2547D,5,8.511797351128664e-5
asv_5914,2547D,31,5.277314357699772e-4
asv_1188,2547D,369,0.00628170644513295
asv_545813,2547D,4,6.809437880902931e-5
asv_23,2547D,17,2.894011099383746e-4
asv_677,2547D,133,0.00226413809540022
asv_390285,2547D,126,0.00214497293248442
asv_56595,2547D,1,1.7023594702257328e-5
asv_545888,2547D,5,8.511797351128664e-5
asv_26223,2547D,3,5.107078410677199e-5
asv_545989,2547D,5,8.511797351128664e-5
asv_51,2547D,1529,0.02602907629975145
asv_4433,2547D,19,3.2344829934288923e-4
asv_546096,2547D,6,1.0214156821354398e-4
asv_39,2547D,443,0.00754145245309999
asv_486,2547D,167,0.00284294031527697
asv_54049,2547D,16,2.7237751523611725e-4
asv_310,2547D,219,0.00372816723979435
asv_3702,2547D,14,2.383303258316026e-4
asv_9442,2547D,7,1.191651629158013e-4
asv_177,2547D,13,2.2130673112934527e-4
asv_333,2547D,216,0.00367709645568758
asv_1849,2547D,84,0.00142998195498961
asv_226,2547D,32,5.447550304722345e-4
asv_546408,2547D,9,1.5321235232031597e-4
asv_318937,2547D,9,1.5321235232031597e-4
asv_21,2547D,69,0.00117462803445575
asv_539,2547D,6,1.0214156821354398e-4
asv_1,2547D,20,3.404718940451466e-4
asv_72,2547D,1136,0.01933880358176432
asv_324,2547D,235,0.00400054475503047
asv_33554,2547D,7,1.191651629158013e-4
asv_17930,2547D,7,1.191651629158013e-4
asv_156,2547D,672,0.01143985563991692
asv_35810,2547D,1,1.7023594702257328e-5
asv_173,2547D,1533,0.02609717067856048
asv_29269,2547D,2,3.4047189404514656e-5
asv_512,2547D,94,0.00160021790201218
asv_544735,2547D,13,2.2130673112934527e-4
asv_154,2547D,6,1.0214156821354398e-4
asv_313,2547D,128,0.00217902012188893
asv_4761,2547D,4,6.809437880902931e-5
asv_77129,2547D,2,3.4047189404514656e-5
asv_160,2547D,75,0.00127676960266929
asv_165,2547D,128,0.00217902012188893
asv_1574,2547D,13,2.2130673112934527e-4
asv_241,2547D,3172,0.05399884239556025
asv_546949,2547D,2,3.4047189404514656e-5
asv_546950,2547D,2,3.4047189404514656e-5
asv_294,2547D,113,0.00192366620135507
asv_4596,2547D,60,0.00102141568213543
asv_35579,2547D,25,4.255898675564332e-4
asv_33,2547D,6,1.0214156821354398e-4
asv_2396,2547D,138,0.00234925606891151
asv_2002,2547D,21,3.574954887474039e-4
asv_25891,2547D,7,1.191651629158013e-4
asv_78,2547D,13,2.2130673112934527e-4
asv_67,2547D,2,3.4047189404514656e-5
asv_55065,2547D,55,9.362977086241532e-4
asv_322,2547D,17,2.894011099383746e-4
asv_27,2547D,1412,0.02403731571958734
asv_282,2547D,103,0.0017534302543325
asv_1250,2547D,118,0.00200878417486636
asv_24,2547D,51,8.682033298151238e-4
asv_1151,2547D,356,0.0060603997140036
asv_4136,2547D,26,4.4261346225869054e-4
asv_308,2547D,3,5.107078410677199e-5
asv_194239,2547D,76,0.00129379319737155
asv_54956,2547D,321,0.0054645738994246
asv_198,2547D,72,0.00122569881856252
asv_569,2547D,5,8.511797351128664e-5
asv_544884,2547D,122,0.00207687855367539
asv_67104,2547D,47,8.001089510060944e-4
asv_10307,2547D,353,0.00600932892989683
asv_52,2547D,12,2.0428313642708795e-4
asv_36278,2547D,4,6.809437880902931e-5
asv_38520,2547D,3,5.107078410677199e-5
asv_681,2547D,369,0.00628170644513295
asv_4,2547D,5226,0.0889653059139968
asv_88938,2547D,8,1.3618875761805865e-4
asv_544953,2547D,79,0.00134486398147832
asv_707,2547D,69,0.00117462803445575
asv_75441,2547D,49,8.341561404106091e-4
asv_49,2547D,10,1.702359470225733e-4
asv_56,2547D,161,0.00274079874706343
asv_2369,2547D,3,5.107078410677199e-5
asv_544988,2547D,68,0.00115760443975349
asv_53715,2547D,33,5.617786251744918e-4
asv_112,2547D,809,0.01377208811412617
asv_1580,2547D,152,0.00258758639474311
asv_3207,2547D,4,6.809437880902931e-5
asv_123,2547D,8,1.3618875761805865e-4
asv_59075,2547D,14,2.383303258316026e-4
asv_2,2547D,131,0.00223009090599571
asv_385,2547D,5,8.511797351128664e-5
asv_545022,2547D,304,0.00517517278948622
asv_9800,2547D,90,0.00153212352320315
asv_21869,2547D,295,0.00502196043716591
asv_19634,2547D,9,1.5321235232031597e-4
asv_13,2547D,3,5.107078410677199e-5
asv_334,2547D,7,1.191651629158013e-4
asv_100,2547D,33,5.617786251744918e-4
asv_130922,2547D,2,3.4047189404514656e-5
asv_171,2547D,1813,0.03086377719519253
asv_688,2547D,2,3.4047189404514656e-5
asv_159,2547D,11,1.872595417248306e-4
asv_545071,2547D,47,8.001089510060944e-4
asv_64533,2547D,1,1.7023594702257328e-5
asv_545073,2547D,38,6.468965986857785e-4
asv_355,2547D,79,0.00134486398147832
asv_115177,2547D,21,3.574954887474039e-4
asv_59,2547D,1213,0.02064962037383813
asv_191794,2547D,161,0.00274079874706343
asv_2788,2547D,22,3.745190834496612e-4
asv_126,2547D,898,0.01528718804262708
asv_545103,2547D,82,0.0013959347655851
asv_9,2547D,36,6.128494092812639e-4
asv_55,2547D,101,0.00171938306492799
asv_78182,2547D,9,1.5321235232031597e-4
asv_221687,2547D,215,0.00366007286098532
asv_319,2547D,6,1.0214156821354398e-4
asv_3317,2547D,8,1.3618875761805865e-4
asv_4464,2547D,110,0.0018725954172483
asv_28794,2547D,2,3.4047189404514656e-5
asv_42,2547D,12,2.0428313642708795e-4
asv_3951,2547D,2,3.4047189404514656e-5
asv_76218,2547D,25,4.255898675564332e-4
asv_16291,2547D,1,1.7023594702257328e-5
asv_2763,2547D,5,8.511797351128664e-5
asv_735,2547D,148,0.00251949201593408
asv_115451,2547D,31,5.277314357699772e-4
asv_599,2547D,4,6.809437880902931e-5
asv_545190,2547D,23,3.9154267815191856e-4
asv_98,2547D,2595,0.04417622825235776
asv_16359,2547D,30,5.107078410677198e-4
asv_69,2547D,3,5.107078410677199e-5
asv_315261,2547D,2,3.4047189404514656e-5
asv_97,2547D,11,1.872595417248306e-4
asv_1776,2547D,1,1.7023594702257328e-5
asv_545236,2547D,84,0.00142998195498961
asv_153,2547D,4,6.809437880902931e-5
asv_1899,2547D,7,1.191651629158013e-4
asv_345,2547D,244,0.00415375710735078
asv_10373,2547D,43,7.320145721970651e-4
asv_73293,2547D,2,3.4047189404514656e-5
asv_5011,2547D,6,1.0214156821354398e-4
asv_869,2547D,6,1.0214156821354398e-4
asv_133,2547D,3,5.107078410677199e-5
asv_60708,2547D,30,5.107078410677198e-4
asv_79576,2547D,4,6.809437880902931e-5
asv_6632,2547D,7,1.191651629158013e-4
asv_775,2547D,7,1.191651629158013e-4
asv_8,2547D,12,2.0428313642708795e-4
asv_7343,2547D,1,1.7023594702257328e-5
asv_66,2547D,25,4.255898675564332e-4
asv_150,2547D,72,0.00122569881856252
asv_437,2547D,11,1.872595417248306e-4
asv_25,2547D,8,1.3618875761805865e-4
asv_891,2547D,64,0.00108951006094446
asv_35,2547D,4,6.809437880902931e-5
asv_43,2547D,248,0.00422185148615981
asv_236926,2547D,3,5.107078410677199e-5
asv_47,2547D,18853,0.3209458309216574
asv_592,2547D,3,5.107078410677199e-5
asv_8569,2547D,39,6.639201933880359e-4
asv_8228,2547D,2,3.4047189404514656e-5
asv_30660,2547D,9,1.5321235232031597e-4
asv_103296,2547D,6,1.0214156821354398e-4
asv_2330,2547D,5,8.511797351128664e-5
asv_545480,2547D,10,1.702359470225733e-4
asv_15901,2547D,43,7.320145721970651e-4
asv_545499,2547D,11,1.872595417248306e-4
asv_856,2547D,5,8.511797351128664e-5
asv_10249,2547D,208,0.00354090769806952
asv_15,2549A,12,1.7316017316017316e-4
asv_5914,2549A,346,0.00499278499278499
asv_1772,2549A,4,5.772005772005772e-5
asv_133,2549A,579,0.00835497835497835
asv_345,2549A,460,0.00663780663780663
asv_100,2549A,40,5.772005772005772e-4
asv_27,2549A,557,0.00803751803751803
asv_145,2549A,454,0.00655122655122655
asv_160,2549A,1,1.443001443001443e-5
asv_735,2549A,13,1.875901875901876e-4
asv_1469,2549A,20,2.886002886002886e-4
asv_263737,2549A,18,2.5974025974025974e-4
asv_2,2549A,136,0.00196248196248196
asv_3207,2549A,243,0.0035064935064935
asv_42,2549A,287,0.00414141414141414
asv_655,2549A,6,8.658008658008658e-5
asv_550381,2549A,15,2.1645021645021645e-4
asv_66,2549A,147,0.00212121212121212
asv_648,2549A,96,0.00138528138528138
asv_434,2549A,8,1.1544011544011544e-4
asv_9735,2549A,10,1.443001443001443e-4
asv_405,2549A,265,0.00382395382395382
asv_7775,2549A,14,2.02020202020202e-4
asv_2369,2549A,409,0.0059018759018759
asv_550497,2549A,11,1.5873015873015873e-4
asv_1870,2549A,3,4.329004329004329e-5
asv_2330,2549A,27,3.896103896103896e-4
asv_276975,2549A,9,1.2987012987012987e-4
asv_166935,2549A,9,1.2987012987012987e-4
asv_241,2549A,1916,0.02764790764790764
asv_21761,2549A,7,1.01010101010101e-4
asv_390,2549A,2,2.886002886002886e-5
asv_262,2549A,1121,0.01617604617604617
asv_341,2549A,842,0.01215007215007215
asv_16363,2549A,6,8.658008658008658e-5
asv_5969,2549A,6,8.658008658008658e-5
asv_550749,2549A,6,8.658008658008658e-5
asv_196504,2549A,6,8.658008658008658e-5
asv_52844,2549A,1963,0.02832611832611832
asv_187267,2549A,5,7.215007215007215e-5
asv_105,2549A,7,1.01010101010101e-4
asv_550842,2549A,4,5.772005772005772e-5
asv_550904,2549A,3,4.329004329004329e-5
asv_294,2549A,114,0.00164502164502164
asv_14277,2549A,3,4.329004329004329e-5
asv_550906,2549A,3,4.329004329004329e-5
asv_72,2549A,6828,0.09852813852813852
asv_88,2549A,3,4.329004329004329e-5
asv_1250,2549A,95,0.00137085137085137
asv_69830,2549A,2,2.886002886002886e-5
asv_550983,2549A,2,2.886002886002886e-5
asv_550984,2549A,2,2.886002886002886e-5
asv_63585,2549A,1564,0.02256854256854256
asv_501952,2549A,2,2.886002886002886e-5
asv_7,2549A,5,7.215007215007215e-5
asv_39566,2549A,1519,0.02191919191919191
asv_67527,2549A,1,1.443001443001443e-5
asv_76230,2549A,1,1.443001443001443e-5
asv_35579,2549A,2,2.886002886002886e-5
asv_298321,2549A,5,7.215007215007215e-5
asv_1601,2549A,347,0.005007215007215
asv_5231,2549A,29,4.1847041847041847e-4
asv_47,2549A,120,0.00173160173160173
asv_310,2549A,20,2.886002886002886e-4
asv_1610,2549A,371,0.00535353535353535
asv_175,2549A,45,6.4935064935064e-4
asv_3794,2549A,4,5.772005772005772e-5
asv_581,2549A,775,0.01118326118326118
asv_180,2549A,9,1.2987012987012987e-4
asv_28318,2549A,28,4.04040404040404e-4
asv_353,2549A,19,2.7417027417027417e-4
asv_18734,2549A,4,5.772005772005772e-5
asv_204,2549A,9,1.2987012987012987e-4
asv_17553,2549A,1,1.443001443001443e-5
asv_210,2549A,49,7.070707070707071e-4
asv_3406,2549A,178,0.00256854256854256
asv_512,2549A,29,4.1847041847041847e-4
asv_51,2549A,12326,0.17786435786435786
asv_282,2549A,4,5.772005772005772e-5
asv_6,2549A,929,0.0134054834054834
asv_856,2549A,12,1.7316017316017316e-4
asv_56,2549A,230,0.00331890331890331
asv_7028,2549A,253,0.00365079365079365
asv_549409,2549A,6,8.658008658008658e-5
asv_41027,2549A,6,8.658008658008658e-5
asv_71,2549A,10,1.443001443001443e-4
asv_29329,2549A,210,0.00303030303030303
asv_366,2549A,57,8.225108225108225e-4
asv_73360,2549A,3,4.329004329004329e-5
asv_2680,2549A,61,8.802308802308802e-4
asv_36,2549A,7,1.01010101010101e-4
asv_21,2549A,5316,0.07670995670995671
asv_4495,2549A,8,1.1544011544011544e-4
asv_3870,2549A,3,4.329004329004329e-5
asv_35,2549A,2406,0.03471861471861472
asv_1144,2549A,296,0.00427128427128427
asv_27149,2549A,14,2.02020202020202e-4
asv_196,2549A,7,1.01010101010101e-4
asv_355,2549A,11,1.5873015873015873e-4
asv_712,2549A,6,8.658008658008658e-5
asv_18729,2549A,271,0.00391053391053391
asv_4,2549A,1466,0.02115440115440115
asv_55,2549A,10,1.443001443001443e-4
asv_34656,2549A,1,1.443001443001443e-5
asv_2433,2549A,11,1.5873015873015873e-4
asv_49,2549A,172,0.00248196248196248
asv_399,2549A,6,8.658008658008658e-5
asv_16503,2549A,2,2.886002886002886e-5
asv_130711,2549A,11,1.5873015873015873e-4
asv_869,2549A,64,9.235209235209236e-4
asv_16157,2549A,1,1.443001443001443e-5
asv_54400,2549A,16,2.3088023088023088e-4
asv_36205,2549A,51,7.359307359307359e-4
asv_95127,2549A,1,1.443001443001443e-5
asv_39,2549A,994,0.01434343434343434
asv_474,2549A,10,1.443001443001443e-4
asv_586,2549A,204,0.00294372294372294
asv_44051,2549A,11,1.5873015873015873e-4
asv_346,2549A,15,2.1645021645021645e-4
asv_1,2549A,11,1.5873015873015873e-4
asv_121,2549A,9,1.2987012987012987e-4
asv_2613,2549A,337,0.00486291486291486
asv_172,2549A,11512,0.1661183261183261
asv_516,2549A,9,1.2987012987012987e-4
asv_98,2549A,137,0.00197691197691197
asv_337,2549A,21,3.0303030303030303e-4
asv_28,2549A,3,4.329004329004329e-5
asv_25,2549A,315,0.00454545454545454
asv_52,2549A,5,7.215007215007215e-5
asv_16359,2549A,1,1.443001443001443e-5
asv_76617,2549A,9,1.2987012987012987e-4
asv_549753,2549A,105,0.00151515151515151
asv_473,2549A,5,7.215007215007215e-5
asv_2012,2549A,4,5.772005772005772e-5
asv_394,2549A,59,8.513708513708514e-4
asv_14187,2549A,3,4.329004329004329e-5
asv_54495,2549A,10,1.443001443001443e-4
asv_150,2549A,5098,0.07356421356421357
asv_476,2549A,81,0.00116883116883116
asv_2768,2549A,12,1.7316017316017316e-4
asv_54956,2549A,1,1.443001443001443e-5
asv_549853,2549A,9,1.2987012987012987e-4
asv_43,2549A,25,3.607503607503607e-4
asv_159,2549A,122,0.00176046176046176
asv_374,2549A,65,9.37950937950938e-4
asv_385,2549A,412,0.00594516594516594
asv_112,2549A,31,4.473304473304474e-4
asv_102,2549A,261,0.00376623376623376
asv_80,2549A,161,0.00232323232323232
asv_1151,2549A,361,0.0052092352092352
asv_8448,2549A,44,6.349206349206349e-4
asv_421902,2549A,27,3.896103896103896e-4
asv_4666,2549A,9,1.2987012987012987e-4
asv_152,2549A,52,7.503607503607504e-4
asv_8,2549A,9,1.2987012987012987e-4
asv_1907,2549A,319,0.0046031746031746
asv_11,2549A,20,2.886002886002886e-4
asv_12738,2549A,2,2.886002886002886e-5
asv_165,2549A,1708,0.02464646464646464
asv_24,2549A,137,0.00197691197691197
asv_15,2549B,32,3.489868475581827e-4
asv_9,2549B,48,5.234802713372739e-4
asv_5914,2549B,3,3.271751695857962e-5
asv_76441,2549B,26,2.835518136410234e-4
asv_4771,2549B,26,2.835518136410234e-4
asv_550173,2549B,26,2.835518136410234e-4
asv_76823,2549B,25,2.726459746548302e-4
asv_306,2549B,490,0.00534386110323467
asv_550217,2549B,23,2.5083429668244377e-4
asv_66902,2549B,23,2.5083429668244377e-4
asv_550219,2549B,23,2.5083429668244377e-4
asv_27,2549B,23,2.5083429668244377e-4
asv_4990,2549B,3,3.271751695857962e-5
asv_119103,2549B,21,2.2902261871005737e-4
asv_286020,2549B,21,2.2902261871005737e-4
asv_67440,2549B,19,2.0721094073767097e-4
asv_67395,2549B,19,2.0721094073767097e-4
asv_243548,2549B,18,1.9630510175147777e-4
asv_550318,2549B,18,1.9630510175147777e-4
asv_2,2549B,7382,0.08050690339607826
asv_200,2549B,3362,0.03666543067158157
asv_550338,2549B,17,1.8539926276528457e-4
asv_550339,2549B,17,1.8539926276528457e-4
asv_4798,2549B,17,1.8539926276528457e-4
asv_2785,2549B,16,1.7449342377909134e-4
asv_111823,2549B,16,1.7449342377909134e-4
asv_127,2549B,15,1.635875847928981e-4
asv_78743,2549B,15,1.635875847928981e-4
asv_154519,2549B,15,1.635875847928981e-4
asv_3702,2549B,9,9.815255087573888e-5
asv_6632,2549B,6,6.543503391715924e-5
asv_550411,2549B,14,1.526817458067049e-4
asv_434,2549B,43,4.6895107640630793e-4
asv_111898,2549B,13,1.417759068205117e-4
asv_137712,2549B,13,1.417759068205117e-4
asv_1773,2549B,4,4.3623355944772835e-5
asv_550479,2549B,12,1.3087006783431848e-4
asv_550480,2549B,12,1.3087006783431848e-4
asv_359,2549B,5,5.452919493096604e-5
asv_550499,2549B,11,1.1996422884812528e-4
asv_79442,2549B,11,1.1996422884812528e-4
asv_550501,2549B,11,1.1996422884812528e-4
asv_77191,2549B,11,1.1996422884812528e-4
asv_550503,2549B,11,1.1996422884812528e-4
asv_550504,2549B,11,1.1996422884812528e-4
asv_111859,2549B,11,1.1996422884812528e-4
asv_97,2549B,44,4.7985691539250113e-4
asv_5,2549B,1279,0.01394856806334111
asv_550546,2549B,10,1.0905838986193208e-4
asv_550547,2549B,10,1.0905838986193208e-4
asv_321,2549B,1103,0.0120291404017711
asv_1037,2549B,13,1.417759068205117e-4
asv_241,2549B,13,1.417759068205117e-4
asv_45,2549B,605,0.00659803258664689
asv_197907,2549B,7,7.634087290335246e-5
asv_390,2549B,11,1.1996422884812528e-4
asv_40,2549B,19,2.0721094073767097e-4
asv_650,2549B,2069,0.02256418086243374
asv_4918,2549B,6,6.543503391715924e-5
asv_79596,2549B,6,6.543503391715924e-5
asv_550789,2549B,5,5.452919493096604e-5
asv_105,2549B,541,0.00590005889153052
asv_3,2549B,32,3.489868475581827e-4
asv_76662,2549B,4,4.3623355944772835e-5
asv_550844,2549B,4,4.3623355944772835e-5
asv_1400,2549B,4,4.3623355944772835e-5
asv_550846,2549B,4,4.3623355944772835e-5
asv_79104,2549B,4,4.3623355944772835e-5
asv_147348,2549B,3,3.271751695857962e-5
asv_388,2549B,7,7.634087290335246e-5
asv_550907,2549B,3,3.271751695857962e-5
asv_550908,2549B,3,3.271751695857962e-5
asv_550909,2549B,3,3.271751695857962e-5
asv_131,2549B,1350,0.01472288263136083
asv_72,2549B,26,2.835518136410234e-4
asv_88,2549B,331,0.00360983270442995
asv_1250,2549B,9,9.815255087573888e-5
asv_15345,2549B,2,2.1811677972386417e-5
asv_7,2549B,14,1.526817458067049e-4
asv_32,2549B,364,0.00396972539097432
asv_298321,2549B,13,1.417759068205117e-4
asv_101,2549B,4,4.3623355944772835e-5
asv_383,2549B,248,0.00270464806857591
asv_47,2549B,17,1.8539926276528457e-4
asv_29,2549B,213,0.00232294370405915
asv_317,2549B,19,2.0721094073767097e-4
asv_1610,2549B,147,0.0016031583309704
asv_175,2549B,40351,0.4400615089318821
asv_237,2549B,26,2.835518136410234e-4
asv_1154,2549B,891,0.00971710253669814
asv_34,2549B,12,1.3087006783431848e-4
asv_51,2549B,8,8.724671188954567e-5
asv_282,2549B,29,3.16269330599603e-4
asv_322,2549B,90,9.815255087573889e-4
asv_6,2549B,3,3.271751695857962e-5
asv_56,2549B,16,1.7449342377909134e-4
asv_313,2549B,79,8.615612799092635e-4
asv_549409,2549B,596,0.00649988003577115
asv_3337,2549B,586,0.00639082164590922
asv_71,2549B,10,1.0905838986193208e-4
asv_2562,2549B,538,0.00586734137457194
asv_36,2549B,15,1.635875847928981e-4
asv_21,2549B,14,1.526817458067049e-4
asv_127388,2549B,9,9.815255087573888e-5
asv_2733,2549B,483,0.00526752023033131
asv_33,2549B,6,6.543503391715924e-5
asv_35,2549B,82,8.942787968678431e-4
asv_196,2549B,6,6.543503391715924e-5
asv_355,2549B,66,7.197853730887518e-4
asv_60626,2549B,7,7.634087290335246e-5
asv_23,2549B,9,9.815255087573888e-5
asv_4,2549B,11,1.1996422884812528e-4
asv_55,2549B,6,6.543503391715924e-5
asv_49,2549B,5,5.452919493096604e-5
asv_2607,2549B,2,2.1811677972386417e-5
asv_69,2549B,5,5.452919493096604e-5
asv_249,2549B,15,1.635875847928981e-4
asv_869,2549B,42,4.5804523742011473e-4
asv_1838,2549B,17,1.8539926276528457e-4
asv_472,2549B,2,2.1811677972386417e-5
asv_29588,2549B,1,1.0905838986193209e-5
asv_39,2549B,7,7.634087290335246e-5
asv_346,2549B,158,0.00172312255981852
asv_549617,2549B,197,0.00214845028028006
asv_1,2549B,14,1.526817458067049e-4
asv_46,2549B,7,7.634087290335246e-5
asv_15285,2549B,20,2.1811677972386417e-4
asv_121,2549B,55,5.998211442406264e-4
asv_437,2549B,10,1.0905838986193208e-4
asv_2613,2549B,12,1.3087006783431848e-4
asv_1349,2549B,170,0.00185399262765284
asv_1246,2549B,3,3.271751695857962e-5
asv_172,2549B,368,0.0040133487469191
asv_98,2549B,406,0.00442777062839444
asv_337,2549B,67,7.30691212074945e-4
asv_1636,2549B,130,0.00141775906820511
asv_342,2549B,7,7.634087290335246e-5
asv_86,2549B,127,0.00138504155124653
asv_2958,2549B,21,2.2902261871005737e-4
asv_2738,2549B,5,5.452919493096604e-5
asv_18,2549B,15,1.635875847928981e-4
asv_473,2549B,12027,0.1311645254869457
asv_48,2549B,5,5.452919493096604e-5
asv_256,2549B,57,6.216328222130128e-4
asv_2765,2549B,12,1.3087006783431848e-4
asv_576,2549B,20,2.1811677972386417e-4
asv_652,2549B,3,3.271751695857962e-5
asv_324,2549B,291,0.00317359914498222
asv_2768,2549B,26,2.835518136410234e-4
asv_54956,2549B,2,2.1811677972386417e-5
asv_203481,2549B,72,7.85220407005911e-4
asv_43,2549B,401,0.00437324143346347
asv_177,2549B,37,4.035160424891487e-4
asv_2787,2549B,45,4.907627543786943e-4
asv_385,2549B,5,5.452919493096604e-5
asv_112,2549B,90,9.815255087573889e-4
asv_14,2549B,6630,0.07230571247846097
asv_966,2549B,8,8.724671188954567e-5
asv_138,2549B,489,0.00533295526424847
asv_111806,2549B,47,5.125744323510807e-4
asv_111302,2549B,46,5.016685933648875e-4
asv_745,2549B,5,5.452919493096604e-5
asv_1918,2549B,37,4.035160424891487e-4
asv_4666,2549B,23,2.5083429668244377e-4
asv_152,2549B,2911,0.03174689728880842
asv_8,2549B,17,1.8539926276528457e-4
asv_338,2549B,266,0.00290095317032739
asv_52143,2549B,38,4.144218814753419e-4
asv_644,2549B,8,8.724671188954567e-5
asv_1907,2549B,4,4.3623355944772835e-5
asv_11,2549B,1677,0.01828909197984601
asv_550067,2549B,14,1.526817458067049e-4
asv_165,2549B,8,8.724671188954567e-5
asv_15,2550A,961,0.01078176188125476
asv_27,2550A,9,1.0097383655701655e-4
asv_339545,2550A,22,2.468249338060405e-4
asv_113918,2550A,11,1.2341246690302025e-4
asv_113882,2550A,9,1.0097383655701655e-4
asv_190193,2550A,19,2.1316698828703496e-4
asv_92504,2550A,7,7.853520621101288e-5
asv_29176,2550A,5,5.60965758650092e-5
asv_113929,2550A,18,2.019476731140331e-4
asv_273345,2550A,7,7.853520621101288e-5
asv_2,2550A,11,1.2341246690302025e-4
asv_30,2550A,60,6.731589103801104e-4
asv_550341,2550A,17,1.907283579410313e-4
asv_28697,2550A,10,1.121931517300184e-4
asv_92484,2550A,16,1.7950904276802944e-4
asv_341903,2550A,15,1.682897275950276e-4
asv_550388,2550A,15,1.682897275950276e-4
asv_550389,2550A,15,1.682897275950276e-4
asv_134031,2550A,14,1.5707041242202577e-4
asv_4484,2550A,1,1.121931517300184e-5
asv_434,2550A,33335,0.37399587129201634
asv_938,2550A,13,1.4585109724902392e-4
asv_550441,2550A,13,1.4585109724902392e-4
asv_550442,2550A,13,1.4585109724902392e-4
asv_550443,2550A,13,1.4585109724902392e-4
asv_92690,2550A,8,8.975452138401472e-5
asv_115882,2550A,11,1.2341246690302025e-4
asv_338841,2550A,6,6.731589103801104e-5
asv_15344,2550A,55,6.170623345151012e-4
asv_550548,2550A,10,1.121931517300184e-4
asv_550549,2550A,10,1.121931517300184e-4
asv_550550,2550A,10,1.121931517300184e-4
asv_550599,2550A,9,1.0097383655701655e-4
asv_550600,2550A,9,1.0097383655701655e-4
asv_295845,2550A,5,5.60965758650092e-5
asv_3,2550A,10,1.121931517300184e-4
asv_550915,2550A,3,3.365794551900552e-5
asv_550916,2550A,3,3.365794551900552e-5
asv_72,2550A,5,5.60965758650092e-5
asv_15488,2550A,24,2.6926356415204e-4
asv_550990,2550A,2,2.243863034600368e-5
asv_7,2550A,5,5.60965758650092e-5
asv_35579,2550A,1,1.121931517300184e-5
asv_298321,2550A,5,5.60965758650092e-5
asv_282,2550A,54,6.058430193420993e-4
asv_322,2550A,17,1.907283579410313e-4
asv_6,2550A,86,9.648611048781584e-4
asv_56,2550A,4,4.487726069200736e-5
asv_36,2550A,13,1.4585109724902392e-4
asv_21,2550A,4,4.487726069200736e-5
asv_190,2550A,3,3.365794551900552e-5
asv_35,2550A,5,5.60965758650092e-5
